,location
1804,黄浦区
1805,金山区
1806,长宁区
1807,徐汇区
1808,徐汇区
1809,青浦区
1810,黄浦区
1811,闵行区
1812,虹口区
1813,静安区
1814,嘉定区
1815,徐汇区
1816,青浦区
1817,松江区
1818,闵行区
1819,宝山区
1820,徐汇区
1821,静安区
1822,宝山区
1823,浦东新区
1824,浦东新区
1825,黄浦区
1826,其他区
1827,嘉定区
1828,浦东新区
1829,浦东新区
1830,徐汇区
1831,长宁区
1832,浦东新区
1833,嘉定区
1834,浦东新区
1835,闵行区
1836,金山区
1837,嘉定区
1838,嘉定区
1839,虹口区
1840,静安区
1841,徐汇区
1842,松江区
1843,虹口区
1844,嘉定区
1845,闵行区
1846,黄浦区
1847,浦东新区
1848,浦东新区
1849,浦东新区
1850,闵行区
1851,浦东新区
1852,闵行区
1853,松江区
1854,奉贤区
1855,浦东新区
1856,虹口区
1857,浦东新区
1858,闵行区
1859,浦东新区
1860,宝山区
1861,杨浦区
1862,闵行区
1863,闵行区
1864,长宁区
1865,宝山区
1866,徐汇区
1867,闵行区
1868,青浦区
1869,静安区
1870,杨浦区
1871,嘉定区
1872,长宁区
1873,闵行区
1874,静安区
1875,长宁区
1876,闵行区
1877,闵行区
1878,闵行区
1879,徐汇区
1880,普陀区
1881,长宁区
1882,杨浦区
1883,金山区
1884,杨浦区
1885,奉贤区
1886,浦东新区
1887,闵行区
1888,虹口区
1889,闵行区
1890,虹口区
1891,浦东新区
1892,闵行区
1893,浦东新区
1894,宝山区
1895,闵行区
1896,静安区
1897,普陀区
1898,黄浦区
1899,浦东新区
1900,松江区
1901,奉贤区
1902,徐汇区
1903,浦东新区
1904,其他区
1905,虹口区
1906,杨浦区
1907,浦东新区
1908,闵行区
1909,浦东新区
1910,闵行区
1911,黄浦区
1912,黄浦区
1913,青浦区
1914,奉贤区
1915,徐汇区
1916,黄浦区
1917,闵行区
1918,松江区
1919,黄浦区
1920,杨浦区
1921,金山区
1922,闵行区
1923,青浦区
1924,黄浦区
1925,嘉定区
1926,奉贤区
1927,闵行区
1928,浦东新区
1929,静安区
1930,浦东新区
1931,其他区
1932,徐汇区
1933,金山区
1934,松江区
1935,嘉定区
1936,松江区
1937,嘉定区
1938,浦东新区
1939,闵行区
1940,闵行区
1941,闵行区
1942,其他区
1943,黄浦区
1944,浦东新区
1945,青浦区
1946,静安区
1947,长宁区
1948,金山区
1949,普陀区
1950,黄浦区
1951,静安区
1952,静安区
1953,松江区
1954,浦东新区
1955,徐汇区
1956,静安区
1957,宝山区
1958,黄浦区
1959,嘉定区
1960,长宁区
1961,浦东新区
1962,闵行区
1963,黄浦区
1964,宝山区
1965,黄浦区
1966,浦东新区
1967,普陀区
1968,静安区
1969,静安区
1970,徐汇区
1971,青浦区
1972,宝山区
1973,金山区
1974,奉贤区
1975,浦东新区
1976,松江区
1977,虹口区
1978,嘉定区
1979,闵行区
1980,金山区
1981,浦东新区
1982,浦东新区
1983,浦东新区
1984,闵行区
1985,松江区
1986,虹口区
1987,黄浦区
1988,普陀区
1989,黄浦区
1990,松江区
1991,浦东新区
1992,浦东新区
1993,嘉定区
1994,杨浦区
1995,闵行区
1996,金山区
1997,松江区
1998,其他区
1999,浦东新区
2000,宝山区
2001,徐汇区
2002,浦东新区
2003,静安区
2004,浦东新区
2005,嘉定区
2006,长宁区
2007,杨浦区
2008,黄浦区
2009,其他区
2010,黄浦区
2011,宝山区
2012,浦东新区
2013,闵行区
2014,长宁区
2015,黄浦区
2016,徐汇区
2017,虹口区
2018,闵行区
2019,闵行区
2020,黄浦区
2021,浦东新区
2022,长宁区
2023,杨浦区
2024,松江区
2025,黄浦区
2026,徐汇区
2027,松江区
2028,浦东新区
2029,嘉定区
2030,杨浦区
2031,奉贤区
2032,浦东新区
2033,闵行区
2034,普陀区
2035,闵行区
2036,徐汇区
2037,闵行区
2038,嘉定区
2039,长宁区
2040,奉贤区
2041,松江区
2042,松江区
2043,嘉定区
2044,虹口区
2045,嘉定区
2046,浦东新区
2047,静安区
2048,青浦区
2049,宝山区
2050,青浦区
2051,浦东新区
2052,徐汇区
2053,金山区
2054,静安区
2055,浦东新区
2056,浦东新区
2057,金山区
2058,宝山区
2059,黄浦区
2060,金山区
2061,其他区
2062,宝山区
2063,杨浦区
2064,松江区
2065,崇明区
2066,静安区
2067,杨浦区
2068,静安区
2069,嘉定区
2070,长宁区
2071,黄浦区
2072,黄浦区
2073,长宁区
2074,浦东新区
2075,浦东新区
2076,浦东新区
2077,静安区
2078,普陀区
2079,虹口区
2080,金山区
2081,长宁区
2082,长宁区
2083,浦东新区
2084,浦东新区
2085,宝山区
2086,松江区
2087,青浦区
2088,其他区
2089,嘉定区
2090,静安区
2091,浦东新区
2092,松江区
2093,杨浦区
2094,普陀区
2095,闵行区
2096,浦东新区
2097,黄浦区
2098,其他区
2099,闵行区
2100,徐汇区
2101,金山区
2102,杨浦区
2103,松江区
2104,松江区
2105,徐汇区
2106,静安区
2107,杨浦区
2108,嘉定区
2109,静安区
2110,黄浦区
2111,杨浦区
2112,宝山区
2113,长宁区
2114,金山区
2115,浦东新区
2116,嘉定区
2117,嘉定区
2118,嘉定区
2119,徐汇区
2120,闵行区
2121,青浦区
2122,青浦区
2123,奉贤区
2124,嘉定区
2125,虹口区
2126,金山区
2127,松江区
2128,黄浦区
2129,其他区
2130,虹口区
2131,闵行区
2132,金山区
2133,浦东新区
2134,闵行区
2135,宝山区
2136,浦东新区
2137,静安区
2138,闵行区
2139,青浦区
2140,奉贤区
2141,奉贤区
2142,金山区
2143,青浦区
2144,浦东新区
2145,浦东新区
2146,宝山区
2147,长宁区
2148,闵行区
2149,虹口区
2150,虹口区
2151,黄浦区
2152,长宁区
2153,宝山区
2154,徐汇区
2155,浦东新区
2156,黄浦区
2157,松江区
2158,浦东新区
2159,浦东新区
2160,黄浦区
2161,青浦区
2162,闵行区
2163,宝山区
2164,黄浦区
2165,浦东新区
2166,普陀区
2167,松江区
2168,浦东新区
2169,浦东新区
2170,松江区
2171,浦东新区
2172,青浦区
2173,浦东新区
2174,松江区
2175,青浦区
2176,浦东新区
2177,浦东新区
2178,浦东新区
2179,奉贤区
2180,青浦区
2181,嘉定区
2182,静安区
2183,普陀区
2184,金山区
2185,松江区
2186,浦东新区
2187,嘉定区
2188,静安区
2189,杨浦区
2190,杨浦区
2191,闵行区
2192,黄浦区
2193,浦东新区
2194,浦东新区
2195,浦东新区
2196,松江区
2197,金山区
2198,宝山区
2199,浦东新区
2200,浦东新区
2201,静安区
2202,普陀区
2203,浦东新区
2204,浦东新区
2205,松江区
2206,浦东新区
2207,嘉定区
2208,静安区
2209,杨浦区
2210,黄浦区
2211,长宁区
2212,黄浦区
2213,虹口区
2214,浦东新区
2215,浦东新区
2216,其他区
2217,虹口区
2218,宝山区
2219,闵行区
2220,嘉定区
2221,长宁区
2222,松江区
2223,杨浦区
2224,金山区
2225,嘉定区
2226,金山区
2227,浦东新区
2228,杨浦区
2229,黄浦区
2230,奉贤区
2231,青浦区
2232,静安区
2233,青浦区
2234,虹口区
2235,青浦区
2236,嘉定区
2237,嘉定区
2238,浦东新区
2239,浦东新区
2240,黄浦区
2241,静安区
2242,普陀区
2243,松江区
2244,浦东新区
2245,嘉定区
2246,嘉定区
2247,长宁区
2248,浦东新区
2249,黄浦区
2250,嘉定区
2251,闵行区
2252,闵行区
2253,浦东新区
2254,松江区
2255,浦东新区
2256,浦东新区
2257,崇明区
2258,普陀区
2259,闵行区
2260,黄浦区
2261,松江区
2262,普陀区
2263,杨浦区
2264,杨浦区
2265,松江区
2266,青浦区
2267,杨浦区
2268,浦东新区
2269,浦东新区
2270,其他区
2271,徐汇区
2272,普陀区
2273,浦东新区
2274,嘉定区
2275,松江区
2276,闵行区
2277,浦东新区
2278,松江区
2279,松江区
2280,浦东新区
2281,浦东新区
2282,徐汇区
2283,徐汇区
2284,浦东新区
2285,闵行区
2286,普陀区
2287,浦东新区
2288,浦东新区
2289,青浦区
2290,宝山区
2291,普陀区
2292,宝山区
2293,浦东新区
2294,黄浦区
2295,浦东新区
2296,黄浦区
2297,黄浦区
2298,宝山区
2299,杨浦区
2300,宝山区
2301,杨浦区
2302,静安区
2303,闵行区
2304,宝山区
2305,宝山区
2306,黄浦区
2307,虹口区
2308,杨浦区
2309,长宁区
2310,青浦区
2311,嘉定区
2312,静安区
2313,浦东新区
2314,浦东新区
2315,青浦区
2316,浦东新区
2317,宝山区
2318,徐汇区
2319,嘉定区
2320,浦东新区
2321,金山区
2322,松江区
2323,浦东新区
2324,其他区
2325,长宁区
2326,长宁区
2327,浦东新区
2328,浦东新区
2329,长宁区
2330,静安区
2331,静安区
2332,静安区
2333,静安区
2334,长宁区
2335,长宁区
2336,杨浦区
2337,普陀区
2338,静安区
2339,浦东新区
2340,静安区
2341,其他区
2342,黄浦区
2343,静安区
2344,浦东新区
2345,黄浦区
2346,奉贤区
2347,奉贤区
2348,青浦区
2349,黄浦区
2350,宝山区
2351,青浦区
2352,奉贤区
2353,杨浦区
2354,浦东新区
2355,松江区
2356,宝山区
2357,松江区
2358,奉贤区
2359,杨浦区
2360,闵行区
2361,闵行区
2362,静安区
2363,松江区
2364,松江区
2365,浦东新区
2366,浦东新区
2367,长宁区
2368,杨浦区
2369,闵行区
2370,静安区
2371,浦东新区
2372,黄浦区
2373,普陀区
2374,徐汇区
2375,奉贤区
2376,徐汇区
2377,浦东新区
2378,徐汇区
2379,静安区
2380,浦东新区
2381,青浦区
2382,杨浦区
2383,黄浦区
2384,静安区
2385,宝山区
2386,闵行区
2387,宝山区
2388,闵行区
2389,金山区
2390,松江区
2391,闵行区
2392,浦东新区
2393,静安区
2394,杨浦区
2395,松江区
2396,闵行区
2397,杨浦区
2398,松江区
2399,浦东新区
2400,普陀区
2401,黄浦区
2402,宝山区
2403,松江区
2404,宝山区
2405,奉贤区
2406,嘉定区
2407,黄浦区
2408,长宁区
2409,静安区
2410,闵行区
2411,金山区
2412,静安区
2413,闵行区
2414,长宁区
2415,静安区
2416,其他区
2417,杨浦区
2418,浦东新区
2419,普陀区
2420,静安区
2421,闵行区
2422,长宁区
2423,长宁区
2424,松江区
2425,静安区
2426,浦东新区
2427,长宁区
2428,徐汇区
2429,闵行区
2430,杨浦区
2431,闵行区
2432,奉贤区
2433,普陀区
2434,浦东新区
2435,松江区
2436,浦东新区
2437,奉贤区
2438,嘉定区
2439,普陀区
2440,金山区
2441,松江区
2442,普陀区
2443,宝山区
2444,奉贤区
2445,普陀区
2446,奉贤区
2447,静安区
2448,黄浦区
2449,松江区
2450,松江区
2451,徐汇区
2452,青浦区
2453,徐汇区
2454,松江区
2455,奉贤区
2456,宝山区
2457,普陀区
2458,松江区
2459,杨浦区
2460,闵行区
2461,浦东新区
2462,虹口区
2463,静安区
2464,黄浦区
2465,宝山区
2466,浦东新区
2467,浦东新区
2468,金山区
2469,闵行区
2470,奉贤区
2471,奉贤区
2472,浦东新区
2473,闵行区
2474,浦东新区
2475,普陀区
2476,嘉定区
2477,黄浦区
2478,普陀区
2479,普陀区
2480,青浦区
2481,闵行区
2482,闵行区
2483,黄浦区
2484,浦东新区
2485,普陀区
2486,徐汇区
2487,金山区
2488,杨浦区
2489,嘉定区
2490,青浦区
2491,浦东新区
2492,普陀区
2493,徐汇区
2494,宝山区
2495,宝山区
2496,浦东新区
2497,杨浦区
2498,宝山区
2499,浦东新区
2500,杨浦区
2501,浦东新区
2502,杨浦区
2503,浦东新区
2504,嘉定区
2505,奉贤区
2506,嘉定区
2507,嘉定区
2508,浦东新区
2509,奉贤区
2510,青浦区
2511,松江区
2512,金山区
2513,其他区
2514,杨浦区
2515,松江区
2516,黄浦区
2517,静安区
2518,松江区
2519,闵行区
2520,静安区
2521,浦东新区
2522,青浦区
2523,闵行区
2524,黄浦区
2525,嘉定区
2526,长宁区
2527,浦东新区
2528,虹口区
2529,黄浦区
2530,青浦区
2531,松江区
2532,松江区
2533,嘉定区
2534,浦东新区
2535,浦东新区
2536,杨浦区
2537,闵行区
2538,浦东新区
2539,普陀区
2540,黄浦区
2541,浦东新区
2542,嘉定区
2543,松江区
2544,闵行区
2545,其他区
2546,虹口区
2547,青浦区
2548,闵行区
2549,宝山区
2550,嘉定区
2551,黄浦区
2552,浦东新区
2553,浦东新区
2554,静安区
2555,长宁区
2556,奉贤区
2557,静安区
2558,静安区
2559,宝山区
2560,闵行区
2561,青浦区
2562,虹口区
2563,浦东新区
2564,闵行区
2565,嘉定区
2566,闵行区
2567,浦东新区
2568,黄浦区
2569,浦东新区
2570,松江区
2571,松江区
2572,闵行区
2573,嘉定区
2574,松江区
2575,奉贤区
2576,杨浦区
2577,松江区
2578,青浦区
2579,嘉定区
2580,静安区
2581,闵行区
2582,杨浦区
2583,浦东新区
2584,宝山区
2585,浦东新区
2586,杨浦区
2587,虹口区
2588,宝山区
2589,浦东新区
2590,浦东新区
2591,浦东新区
2592,嘉定区
2593,嘉定区
2594,普陀区
2595,普陀区
2596,青浦区
2597,杨浦区
2598,松江区
2599,宝山区
2600,松江区
2601,嘉定区
2602,闵行区
2603,嘉定区
2604,宝山区
2605,奉贤区
2606,浦东新区
2607,虹口区
2608,闵行区
2609,浦东新区
2610,闵行区
2611,宝山区
2612,浦东新区
2613,闵行区
2614,松江区
2615,浦东新区
2616,浦东新区
2617,宝山区
2618,金山区
2619,金山区
2620,奉贤区
2621,青浦区
2622,虹口区
2623,闵行区
2624,青浦区
2625,闵行区
2626,奉贤区
2627,青浦区
2628,浦东新区
2629,杨浦区
2630,宝山区
2631,杨浦区
2632,徐汇区
2633,浦东新区
2634,金山区
2635,普陀区
2636,奉贤区
2637,黄浦区
2638,浦东新区
2639,浦东新区
2640,黄浦区
2641,奉贤区
2642,松江区
2643,黄浦区
2644,浦东新区
2645,闵行区
2646,松江区
2647,杨浦区
2648,徐汇区
2649,杨浦区
2650,浦东新区
2651,徐汇区
2652,长宁区
2653,金山区
2654,黄浦区
2655,徐汇区
2656,嘉定区
2657,奉贤区
2658,闵行区
2659,杨浦区
2660,金山区
2661,松江区
2662,浦东新区
2663,闵行区
2664,闵行区
2665,黄浦区
2666,浦东新区
2667,闵行区
2668,浦东新区
2669,宝山区
2670,闵行区
2671,浦东新区
2672,浦东新区
2673,嘉定区
2674,嘉定区
2675,黄浦区
2676,黄浦区
2677,嘉定区
2678,松江区
2679,浦东新区
2680,嘉定区
2681,松江区
2682,青浦区
2683,普陀区
2684,嘉定区
2685,黄浦区
2686,浦东新区
2687,虹口区
2688,宝山区
2689,奉贤区
2690,徐汇区
2691,普陀区
2692,浦东新区
2693,黄浦区
2694,徐汇区
2695,静安区
2696,宝山区
2697,浦东新区
2698,青浦区
2699,金山区
2700,长宁区
2701,松江区
2702,闵行区
2703,黄浦区
2704,浦东新区
2705,徐汇区
2706,徐汇区
2707,嘉定区
2708,嘉定区
2709,闵行区
2710,宝山区
2711,闵行区
2712,宝山区
2713,浦东新区
2714,虹口区
2715,虹口区
2716,嘉定区
2717,虹口区
2718,长宁区
2719,浦东新区
2720,静安区
2721,嘉定区
2722,静安区
2723,闵行区
2724,嘉定区
2725,长宁区
2726,长宁区
2727,长宁区
2728,浦东新区
2729,静安区
2730,静安区
2731,浦东新区
2732,虹口区
2733,松江区
2734,奉贤区
2735,静安区
2736,浦东新区
2737,黄浦区
2738,普陀区
2739,虹口区
2740,宝山区
2741,普陀区
2742,浦东新区
2743,杨浦区
2744,杨浦区
2745,闵行区
2746,青浦区
2747,浦东新区
2748,徐汇区
2749,闵行区
2750,浦东新区
2751,徐汇区
2752,松江区
2753,黄浦区
2754,浦东新区
2755,徐汇区
2756,浦东新区
2757,浦东新区
2758,虹口区
2759,闵行区
2760,黄浦区
2761,奉贤区
2762,闵行区
2763,静安区
2764,宝山区
2765,普陀区
2766,杨浦区
2767,松江区
2768,普陀区
2769,青浦区
2770,闵行区
2771,黄浦区
2772,青浦区
2773,杨浦区
2774,金山区
2775,静安区
2776,闵行区
2777,黄浦区
2778,青浦区
2779,长宁区
2780,浦东新区
2781,静安区
2782,静安区
2783,黄浦区
2784,闵行区
2785,静安区
2786,金山区
2787,浦东新区
2788,浦东新区
2789,长宁区
2790,浦东新区
2791,闵行区
2792,黄浦区
2793,青浦区
2794,浦东新区
2795,松江区
2796,虹口区
2797,松江区
2798,金山区
2799,徐汇区
2800,嘉定区
2801,黄浦区
2802,虹口区
2803,嘉定区
2804,黄浦区
2805,宝山区
2806,青浦区
2807,普陀区
2808,黄浦区
2809,宝山区
2810,长宁区
2811,闵行区
2812,宝山区
2813,普陀区
2814,闵行区
2815,松江区
2816,虹口区
2817,普陀区
2818,松江区
2819,浦东新区
2820,静安区
2821,青浦区
2822,浦东新区
2823,闵行区
2824,金山区
2825,静安区
2826,其他区
2827,宝山区
2828,黄浦区
2829,宝山区
2830,宝山区
2831,宝山区
2832,浦东新区
2833,浦东新区
2834,浦东新区
2835,浦东新区
2836,长宁区
2837,长宁区
2838,长宁区
2839,浦东新区
2840,虹口区
2841,宝山区
2842,浦东新区
2843,徐汇区
2844,浦东新区
2845,松江区
2846,浦东新区
2847,黄浦区
2848,虹口区
2849,青浦区
2850,浦东新区
2851,浦东新区
2852,松江区
2853,长宁区
2854,宝山区
2855,松江区
2856,杨浦区
2857,嘉定区
2858,长宁区
2859,青浦区
2860,浦东新区
2861,黄浦区
2862,黄浦区
2863,浦东新区
2864,嘉定区
2865,闵行区
2866,虹口区
2867,青浦区
2868,闵行区
2869,青浦区
2870,闵行区
2871,黄浦区
2872,闵行区
2873,长宁区
2874,黄浦区
2875,静安区
2876,杨浦区
2877,浦东新区
2878,浦东新区
2879,长宁区
2880,其他区
2881,徐汇区
2882,静安区
2883,静安区
2884,浦东新区
2885,闵行区
2886,虹口区
2887,浦东新区
2888,普陀区
2889,长宁区
2890,静安区
2891,宝山区
2892,其他区
2893,浦东新区
2894,黄浦区
2895,其他区
2896,浦东新区
2897,青浦区
2898,青浦区
2899,松江区
2900,普陀区
2901,黄浦区
2902,嘉定区
2903,浦东新区
2904,浦东新区
2905,奉贤区
2906,杨浦区
2907,青浦区
2908,宝山区
2909,宝山区
2910,奉贤区
2911,宝山区
2912,青浦区
2913,黄浦区
2914,普陀区
2915,静安区
2916,浦东新区
2917,金山区
2918,浦东新区
2919,松江区
2920,闵行区
2921,金山区
2922,徐汇区
2923,闵行区
2924,黄浦区
2925,宝山区
2926,闵行区
2927,宝山区
2928,青浦区
2929,浦东新区
2930,徐汇区
2931,静安区
2932,宝山区
2933,徐汇区
2934,长宁区
2935,普陀区
2936,松江区
2937,浦东新区
2938,闵行区
2939,长宁区
2940,杨浦区
2941,闵行区
2942,金山区
2943,浦东新区
2944,杨浦区
2945,浦东新区
2946,宝山区
2947,普陀区
2948,闵行区
2949,松江区
2950,静安区
2951,嘉定区
2952,浦东新区
2953,浦东新区
2954,嘉定区
2955,黄浦区
2956,徐汇区
2957,松江区
